,title,Location,Job Family,Job Class,Posting Start,Posting End,Details,MINIMUM SALARY,DAILY RATE RANGE,Salary,HOURLY RATE RANGE,SALARY RANGE
316,TCHR SPEECH AND LANGUAGE SUPPLY THROUGH 12/21/23,SPEECH SERVICES,CERTIFIED,TEACHER SPEECH,07/03/2023,12/21/2023,JOB DESCRIPTION,"$44,800.00",,,,
317,ASSISTANT GIRLS SOCCER COACH / POWELL HIGH SCHOOL,POWELL HIGH,CLASSIFIED,ATH COACH SOCCER ASSISTANT,05/17/2023,11/29/2023,,,,,,
318,ASSISTANT FOOTBALL COACH / EXTRA / HALLS HIGH SCHOOL,HALLS HIGH,CLASSIFIED,ATH COACH FOOTBALL ASSISTANT,04/11/2023,11/29/2023,,,,,,
319,TCHR SPED PRE-SCHOOL 23/24SY,BRICKEY-MCCLOUD ELEMENTARY,CERTIFIED,TEACHER PRE-K SPED,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
320,FRESHMAN BOYS BASKETBALL COACH / SOUTH DOYLE HIGH SCHOOL,SOUTH DOYLE HIGH,CLASSIFIED,ATH COACH BASKETBALL FRESHMAN,05/18/2023,11/29/2023,,,,,,
321,EDUC ASSIST CDC-A MS 23/24SY,POWELL MIDDLE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED MS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
322,TENNIS COACH / SOUTH DOYLE HIGH SCHOOL,SOUTH DOYLE HIGH,CLASSIFIED,ATH COACH TENNIS HEAD,05/22/2023,11/29/2023,,,,,,
323,ASSISTANT BASEBALL COACH / EXTRA / SOUTH DOYLE HIGH SCHOOL,SOUTH DOYLE HIGH,CLASSIFIED,ATH COACH BASEBALL ASSISTANT,05/22/2023,11/29/2023,,,,,,
324,BOYS TRACK COACH / WEST VALLEY MIDDLE SCHOOL,WEST VALLEY MIDDLE,CLASSIFIED,ATH COACH TRACK MIDDLE SCHOOL,05/22/2023,11/29/2023,,,,,,
325,RESTORATIVE LIAISON 23/24SY,SYSTEMWIDE,CLASSIFIED,LIAISON,07/03/2023,09/30/2023,JOB DESCRIPTION,"$45,920.00",,,,
326,GIRLS TRACK COACH / NORTHWEST MIDDLE SCHOOL,NORTHWEST MIDDLE,CLASSIFIED,ATH COACH TRACK MIDDLE SCHOOL,05/30/2023,11/29/2023,,,,,,
327,EDUC ASSIST SPED PK 23/24SY,FORT SANDERS EDU DEVELOP CENT,CLASSIFIED,EDUCATIONAL ASSISTANT SPED PK,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
328,EDUC ASSIST SPED PK 23/24SY,FORT SANDERS EDU DEVELOP CENT,CLASSIFIED,EDUCATIONAL ASSISTANT SPED PK,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
329,ASSISTANT FOOTBALL COACH / EXTRA / CARTER HIGH SCHOOL,CARTER HIGH,CLASSIFIED,ATH COACH FOOTBALL ASSISTANT,04/24/2023,11/29/2023,,,,,,
330,FRESHMAN BOYS BASKETBALL COACH / AUSTIN EAST HIGH SCHOOL,WEST VALLEY MIDDLE,CLASSIFIED,ATH COACH BASKETBALL FRESHMAN,04/25/2023,11/29/2023,,,,,,
331,ASSISTANT FOOTBALL COACH / EXTRA / POWELL HIGH SCHOOL,POWELL HIGH,CLASSIFIED,ATH COACH FOOTBALL ASSISTANT,05/31/2023,11/29/2023,,,,,,
332,HEAD WRESTLING COACH / AUSTIN EAST HIGH SCHOOL,AUSTIN EAST HIGH,CLASSIFIED,ATH COACH WRESTLING HEAD,05/17/2021,11/29/2023,,,,,,
333,STRENGTH AND CONDITIONING COACH / SOUTH DOYLE HIGH SCHOOL,SOUTH DOYLE HIGH,CLASSIFIED,STRENGTH & CONDITIONING COACH,06/02/2023,11/29/2023,,,,,,
334,ASSISTANT BOYS BASKETBALL COACH / EXTRA HALLS MIDDLE SCHOOL,HALLS MIDDLE,CLASSIFIED,ATH COACH BASKETBALL MIDDLE,06/02/2023,11/29/2023,,,,,,
335,ASSISTANT GIRLS BASKETBALL COACH / EXTRA / HALLS MIDDLE SCHOOL,HALLS MIDDLE,CLASSIFIED,ATH COACH BASKETBALL MIDDLE,06/02/2023,11/29/2023,,,,,,
336,ASSISTANT BASEBALL COACH / CENTRAL HIGH SCHOOL,CENTRAL HIGH,CLASSIFIED,ATH COACH BASEBALL ASSISTANT,06/02/2023,11/29/2023,,,,,,
337,PSYCHOLOGIST (CHILD FIND) 23/24SY,SYSTEMWIDE,CERTIFIED,PSYCHOLOGIST,07/03/2023,09/30/2023,JOB DESCRIPTION,"$47,264.00",,,,
338,TCHR SPEECH AND LANG (CHILD FIND),SYSTEMWIDE,CERTIFIED,TEACHER SPEECH,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
339,TCHR SPED CHILD FIND 23/24SY,SYSTEMWIDE,CERTIFIED,TEACHER SYSTEMWIDE,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
340,EDUC ASSIST ES (PART-TIME) 23/24SY,SEQUOYAH ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT ES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
341,EDUC ASSISTANT ELL (POOL) 23/24SY,ENGLISH LANGUAGE LEARNERS,CLASSIFIED,EA SYSTEMWIDE,05/01/2023,06/30/2024,JOB DESCRIPTION,"$19,918.00",,,,
342,INTERPRETER (ARABIC) 23/24SY,ENGLISH LANGUAGE LEARNERS,CLASSIFIED,INTERPRETER CLASSIFIED,07/03/2023,09/30/2023,JOB DESCRIPTION,"$27,778.15",,,,
343,TCHR SPED PRE K SUPPLY THROUGH 12/20/23,KARNS PRESCHOOL,CERTIFIED,TEACHER PRE-K SPED,07/03/2023,12/20/2023,JOB DESCRIPTION,"$44,800.00",,,,
344,TCHR FOREIGN LANG HS (FRENCH) 23/24SY,SOUTH DOYLE HIGH,CERTIFIED,TEACHER HS WORLD LANGUAGES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
345,TCHR MATH HS 23/24SY,AUSTIN EAST HIGH,CERTIFIED,TEACHER HS MATHEMATICS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
346,TCHR SPED ES 23/24SY,GIBBS ELEMENTARY,CERTIFIED,TEACHER ES SPECIAL ED,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
347,ASSISTANT FOOTBALL COACH / GIBBS HIGH SCHOOL,GIBBS HIGH,CLASSIFIED,ATH COACH FOOTBALL ASSISTANT,05/04/2023,11/29/2023,,,,,,
348,ASSISTANT CROSS COUNTRY COACH / EXTRA / GIBBS HIGH SCHOOL,GIBBS HIGH,CLASSIFIED,ATH COACH TRACK ASSISTANT,05/03/2023,11/29/2023,,,,,,
349,TCHR SPED HS 23/24SY,KARNS HIGH,CERTIFIED,TEACHER HS SPECIAL ED,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
350,TCHR SPED SEC SA 23/24SY,SOUTH DOYLE HIGH,CERTIFIED,TEACHER HS SPECIAL ED,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
351,PSYCHOLOGIST 23/24SY,SYSTEMWIDE,CERTIFIED,PSYCHOLOGIST,07/03/2023,09/30/2023,JOB DESCRIPTION,"$47,264.00",,,,
352,TCHR JUVENILE DETENTION CENTER 23/24SY,OFFICE OF SCHOOL CULTURE,CERTIFIED,TEACHER SYSTEMWIDE,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
353,ASSISTANT WRESTLING COACH/HARDIN VALLEY ACADEY,HARDIN VALLEY ACADEMY,CLASSIFIED,ATH COACH WRESTLING ASSISTANT,06/09/2023,11/29/2023,,,,"$2,750.00-$3,949.00",,
354,TCHR 5TH GRADE SUPPLY THROUGH 12/20/23,EAST KNOX ELEMENTARY,CERTIFIED,TEACHER 5TH GRADE,07/03/2023,12/20/2023,JOB DESCRIPTION,"$44,800.00",,,,
355,NON FACULTY BAND TECH SUPPLEMENT (POOL) 23/24SY,AUSTIN EAST HIGH,CLASSIFIED,BAND TECH,05/09/2023,04/30/2024,,"$1,650.00",,,,
356,NON FACULTY BAND TECH (SUPPLEMENT) POOL 23/24SY,BEARDEN HIGH,CLASSIFIED,BAND TECH,05/09/2023,04/30/2024,,"$1,650.00",,,,
357,NON FACULTY BAND TECH (SUPPLEMENT) POOL 23/24SY,CARTER HIGH,CLASSIFIED,BAND TECH,05/09/2023,04/30/2024,,"$1,650.00",,,,
358,TCHR SPED HS 23/24SY,CENTRAL HIGH,CERTIFIED,TEACHER HS SPECIAL ED,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
359,NON FACULTY BAND TECH (SUPPLEMENT) POOL 23/24SY,CENTRAL HIGH,CLASSIFIED,BAND TECH,05/09/2023,04/30/2024,,"$1,650.00",,,,
360,NON FACULTY BAND TECH (SUPPLEMENT) POOL 23/24SY,FARRAGUT HIGH,CLASSIFIED,BAND TECH,05/09/2023,04/30/2024,,"$1,650.00",,,,
361,TCHR HEARING 23/24SY,HEARING SERVICES,CERTIFIED,TEACHER HEARING,07/03/2023,09/30/2023,JOB DESCRIPTION,"$44,800.00",,,,
362,NON FACULTY BAND TECH (SUPPLEMENT) POOL 23/24SY,GIBBS HIGH,CLASSIFIED,BAND TECH,05/09/2023,04/30/2024,,"$1,650.00",,,,
363,NON FACULTY BAND TECH (SUPPLEMENT) POOL 23/24SY,HALLS HIGH,CLASSIFIED,BAND TECH,05/09/2023,04/30/2024,,"$1,650.00",,,,
364,NON FACULTY BAND TECH (SUPPLEMENT) POOL 23/24SY,HARDIN VALLEY ACADEMY,CLASSIFIED,BAND TECH,05/09/2023,04/30/2024,,"$1,650.00",,,,
365,NON FACULTY BAND TECH (SUPPLEMENT) POOL 23/24SY,KARNS HIGH,CLASSIFIED,BAND TECH,05/09/2023,04/30/2024,,,,"$1,650.00-$3,713.00",,
366,NON FACULTY BAND TECH (SUPPLEMENT) POOL 23/24SY,POWELL HIGH,CLASSIFIED,BAND TECH,05/09/2023,04/30/2024,,"$1,650.00",,,,
367,NON FACULTY BAND TECH (SUPPLEMENT) POOL 23/24SY,SOUTH DOYLE HIGH,CLASSIFIED,BAND TECH,05/09/2023,04/30/2024,,"$1,650.00",,,,
368,NON FACULTY BAND TECH (SUPPLEMENT) POOL 23/24SY,WEST HIGH,CLASSIFIED,BAND TECH,05/09/2023,04/30/2024,,"$1,650.00",,,,
369,EDUC ASSIST SPED ES 23/24SY,BALL CAMP ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
370,EDUC ASSIST SPED PK 23/24SY,WEST HILLS ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED PK,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
371,PERMANENT SUB II 23/24SY,GRESHAM MIDDLE,CLASSIFIED,SUBSTITUTE PERMANENT II,07/03/2023,09/30/2023,JOB DESCRIPTION,,,,,
372,TCHR SPED ES SUPPLY THROUGH 10/5/23,DOGWOOD ELEMENTARY,CERTIFIED,TEACHER ES SPECIAL ED,07/03/2023,10/05/2023,JOB DESCRIPTION,,"$36,100.00-$36,100.00",,,
373,EDUC ASSIST SATL SP 23/24SY,RICHARD YOAKLEY SCHOOL,CLASSIFIED,EDUCATIONAL ASSISTANT ALT SPD,07/03/2023,09/30/2023,JOB DESCRIPTION,"$26,439.00",,,,
374,EDUC ASSIST PAC ES 23/24SY,GREEN MAGNET ACADEMY,CLASSIFIED,EDUCATIONAL ASSISTANT ES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
375,BOYS ASSISTANT BASKETBALL COACH / EXTRA / KARNS MIDDLE SCHOOL,KARNS MIDDLE,CLASSIFIED,ATH COACH BASKETBALL MIDDLE,06/15/2023,11/29/2023,,,,,,
376,EDUC ASSIST SPED ES 23/24SY,GREEN MAGNET ACADEMY,CLASSIFIED,EDUCATIONAL ASSISTANT SPED ES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
377,EDUC ASSIST CDC MS 23/24SY,NORTHWEST MIDDLE,CLASSIFIED,EDUCATIONAL ASSISTANT SPED MS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$21,192.60",,,,
378,EDUC ASSIST SPED HS 23/24SY,CENTRAL HIGH,CLASSIFIED,EDUCATIONAL ASSISTANT SPED HS,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
379,SUBSTITUTE APPLICANT POOL 23/24SY,SUBSTITUTE,SUBSTITUTES,SUB REG IN CERTIFIED POS,06/26/2023,12/31/9999,,,,,,
380,EDUC ASSIST TITLE 1 23/24SY,EAST KNOX ELEMENTARY,CLASSIFIED,EDUCATIONAL ASSISTANT ES,07/03/2023,09/30/2023,JOB DESCRIPTION,"$22,308.00",,,,
381,TCHR LANG ARTS HS SUPPLY THROUGH 12/20/23,FULTON HIGH,CERTIFIED,TEACHER HS ELA,07/03/2023,12/20/2023,JOB DESCRIPTION,,"$36,100.00-$36,100.00",,,
382,MAINT MOWING CREW,MAINTENANCE,CLASSIFIED,MAINTENANCE - GROUNDS,06/24/2021,12/31/9999,Job Description,,,,$10.94-$16.93,
